Donor,Year,Display,Series,Value
Japan,2013,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Japan,2014,Volumes,Bilateral,792.1
Japan,2014,Volumes,Multilateral through UN and others,73.4
Japan,2014,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Japan,2015,Volumes,Bilateral,"1,210.80"
Japan,2015,Volumes,Multilateral through UN and others,94.5
Japan,2015,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Japan,2016,Volumes,Bilateral,770.7
Japan,2016,Volumes,Multilateral through UN and others,116.8
Japan,2016,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Japan,2017,Volumes,Bilateral,775.5
Japan,2017,Volumes,Multilateral through UN and others,135.5
Japan,2017,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Japan,2018,Volumes,Bilateral,596.9
Japan,2018,Volumes,Multilateral through UN and others,153.3
Japan,2018,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Japan,2019,Volumes,Bilateral,492.4
Japan,2019,Volumes,Multilateral through UN and others,190.2
Japan,2019,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Japan,2020,Volumes,Bilateral,494.9
Japan,2020,Volumes,Multilateral through UN and others,139.3
Japan,2020,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Japan,2021,Volumes,Bilateral,"1,092.70"
Japan,2021,Volumes,Multilateral through UN and others,122.7
Japan,2021,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Japan,2022,Volumes,Bilateral,"2,112.90"
Japan,2022,Volumes,Multilateral through UN and others,0.1
Japan,2022,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Korea,2013,Volumes,Bilateral,28.9
Korea,2013,Volumes,Multilateral through UN and others,11.9
Korea,2013,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Korea,2014,Volumes,Bilateral,74.9
Korea,2014,Volumes,Multilateral through UN and others,13
Korea,2014,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Korea,2015,Volumes,Bilateral,55.1
Korea,2015,Volumes,Multilateral through UN and others,16.2
Korea,2015,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Korea,2016,Volumes,Bilateral,70.9
Korea,2016,Volumes,Multilateral through UN and others,17.2
Korea,2016,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Korea,2017,Volumes,Bilateral,105
Korea,2017,Volumes,Multilateral through UN and others,17.1
Korea,2017,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Korea,2018,Volumes,Bilateral,133.3
Korea,2018,Volumes,Multilateral through UN and others,18
Korea,2018,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Korea,2019,Volumes,Bilateral,130.9
Korea,2019,Volumes,Multilateral through UN and others,21.6
Korea,2019,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Korea,2020,Volumes,Bilateral,137.6
Korea,2020,Volumes,Multilateral through UN and others,24.4
Korea,2020,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Korea,2021,Volumes,Bilateral,163.3
Korea,2021,Volumes,Multilateral through UN and others,27
Korea,2021,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Korea,2022,Volumes,Bilateral,220.4
Korea,2022,Volumes,Multilateral through UN and others,31.4
Korea,2022,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Luxembourg,2013,Volumes,Bilateral,53.6
Luxembourg,2013,Volumes,Multilateral through UN and others,17.2
Luxembourg,2013,Volumes,Contributions to EU institutions' humanitarian assistance,6.2
Luxembourg,2014,Volumes,Bilateral,51.1
Luxembourg,2014,Volumes,Multilateral through UN and others,16.2
Luxembourg,2014,Volumes,Contributions to EU institutions' humanitarian assistance,6.2
Luxembourg,2015,Volumes,Bilateral,52.9
Luxembourg,2015,Volumes,Multilateral through UN and others,11.5
Luxembourg,2015,Volumes,Contributions to EU institutions' humanitarian assistance,5.1
Luxembourg,2016,Volumes,Bilateral,62.8
Luxembourg,2016,Volumes,Multilateral through UN and others,12.7
Luxembourg,2016,Volumes,Contributions to EU institutions' humanitarian assistance,10.1
Luxembourg,2017,Volumes,Bilateral,66
Luxembourg,2017,Volumes,Multilateral through UN and others,8.2
Luxembourg,2017,Volumes,Contributions to EU institutions' humanitarian assistance,7.8
Luxembourg,2018,Volumes,Bilateral,68.6
Luxembourg,2018,Volumes,Multilateral through UN and others,9.3
Luxembourg,2018,Volumes,Contributions to EU institutions' humanitarian assistance,7
Luxembourg,2019,Volumes,Bilateral,70.5
Luxembourg,2019,Volumes,Multilateral through UN and others,12.9
Luxembourg,2019,Volumes,Contributions to EU institutions' humanitarian assistance,6.7
Luxembourg,2020,Volumes,Bilateral,68.8
Luxembourg,2020,Volumes,Multilateral through UN and others,23
Luxembourg,2020,Volumes,Contributions to EU institutions' humanitarian assistance,8.6
Luxembourg,2021,Volumes,Bilateral,67.2
Luxembourg,2021,Volumes,Multilateral through UN and others,27.3
Luxembourg,2021,Volumes,Contributions to EU institutions' humanitarian assistance,9.6
Luxembourg,2022,Volumes,Bilateral,99.7
Luxembourg,2022,Volumes,Multilateral through UN and others,24
Luxembourg,2022,Volumes,Contributions to EU institutions' humanitarian assistance,13.4
Netherlands,2013,Volumes,Bilateral,153.8
Netherlands,2013,Volumes,Multilateral through UN and others,181.8
Netherlands,2013,Volumes,Contributions to EU institutions' humanitarian assistance,98.1
Netherlands,2014,Volumes,Bilateral,302.6
Netherlands,2014,Volumes,Multilateral through UN and others,164.7
Netherlands,2014,Volumes,Contributions to EU institutions' humanitarian assistance,110.5
Netherlands,2015,Volumes,Bilateral,566.7
Netherlands,2015,Volumes,Multilateral through UN and others,202.7
Netherlands,2015,Volumes,Contributions to EU institutions' humanitarian assistance,94
Netherlands,2016,Volumes,Bilateral,389
Netherlands,2016,Volumes,Multilateral through UN and others,227.3
Netherlands,2016,Volumes,Contributions to EU institutions' humanitarian assistance,148.4
Netherlands,2017,Volumes,Bilateral,331.6
Netherlands,2017,Volumes,Multilateral through UN and others,252.8
Netherlands,2017,Volumes,Contributions to EU institutions' humanitarian assistance,117.6
Netherlands,2018,Volumes,Bilateral,313.1
Netherlands,2018,Volumes,Multilateral through UN and others,245.5
Netherlands,2018,Volumes,Contributions to EU institutions' humanitarian assistance,104.7
Netherlands,2019,Volumes,Bilateral,229.3
Netherlands,2019,Volumes,Multilateral through UN and others,283.2
Netherlands,2019,Volumes,Contributions to EU institutions' humanitarian assistance,96.7
Netherlands,2020,Volumes,Bilateral,369.8
Netherlands,2020,Volumes,Multilateral through UN and others,237.1
Netherlands,2020,Volumes,Contributions to EU institutions' humanitarian assistance,106.8
Netherlands,2021,Volumes,Bilateral,322.3
Netherlands,2021,Volumes,Multilateral through UN and others,240.6
Netherlands,2021,Volumes,Contributions to EU institutions' humanitarian assistance,120.3
Netherlands,2022,Volumes,Bilateral,346.8
Netherlands,2022,Volumes,Multilateral through UN and others,457.2
Netherlands,2022,Volumes,Contributions to EU institutions' humanitarian assistance,233.4
New Zealand,2013,Volumes,Bilateral,24.6
New Zealand,2013,Volumes,Multilateral through UN and others,16.6
New Zealand,2013,Volumes,Contributions to EU institutions' humanitarian assistance, -   
New Zealand,2014,Volumes,Bilateral,30.9
New Zealand,2014,Volumes,Multilateral through UN and others,16.8
New Zealand,2014,Volumes,Contributions to EU institutions' humanitarian assistance, -   
New Zealand,2015,Volumes,Bilateral,25.5
New Zealand,2015,Volumes,Multilateral through UN and others,19.8
New Zealand,2015,Volumes,Contributions to EU institutions' humanitarian assistance, -   
New Zealand,2016,Volumes,Bilateral,29.8
New Zealand,2016,Volumes,Multilateral through UN and others,14.9
New Zealand,2016,Volumes,Contributions to EU institutions' humanitarian assistance, -   
New Zealand,2017,Volumes,Bilateral,40.1
New Zealand,2017,Volumes,Multilateral through UN and others,17.6
New Zealand,2017,Volumes,Contributions to EU institutions' humanitarian assistance, -   
New Zealand,2018,Volumes,Bilateral,42.5
New Zealand,2018,Volumes,Multilateral through UN and others,21.7
New Zealand,2018,Volumes,Contributions to EU institutions' humanitarian assistance, -   
New Zealand,2019,Volumes,Bilateral,40
New Zealand,2019,Volumes,Multilateral through UN and others,20.2
New Zealand,2019,Volumes,Contributions to EU institutions' humanitarian assistance, -   
New Zealand,2020,Volumes,Bilateral,32.8
New Zealand,2020,Volumes,Multilateral through UN and others,19.7
New Zealand,2020,Volumes,Contributions to EU institutions' humanitarian assistance, -   
New Zealand,2021,Volumes,Bilateral,41
New Zealand,2021,Volumes,Multilateral through UN and others,19.7
New Zealand,2021,Volumes,Contributions to EU institutions' humanitarian assistance, -   
New Zealand,2022,Volumes,Bilateral,38.6
New Zealand,2022,Volumes,Multilateral through UN and others,18.9
New Zealand,2022,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Norway,2013,Volumes,Bilateral,350.7
Norway,2013,Volumes,Multilateral through UN and others,161.2
Norway,2013,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Norway,2014,Volumes,Bilateral,393.5
Norway,2014,Volumes,Multilateral through UN and others,153.6
Norway,2014,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Norway,2015,Volumes,Bilateral,462.6
Norway,2015,Volumes,Multilateral through UN and others,171.8
Norway,2015,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Norway,2016,Volumes,Bilateral,548.4
Norway,2016,Volumes,Multilateral through UN and others,180.8
Norway,2016,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Norway,2017,Volumes,Bilateral,636.4
Norway,2017,Volumes,Multilateral through UN and others,197
Norway,2017,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Norway,2018,Volumes,Bilateral,560.3
Norway,2018,Volumes,Multilateral through UN and others,205.6
Norway,2018,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Norway,2019,Volumes,Bilateral,613.6
Norway,2019,Volumes,Multilateral through UN and others,207.8
Norway,2019,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Norway,2020,Volumes,Bilateral,615.5
Norway,2020,Volumes,Multilateral through UN and others,226.4
Norway,2020,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Norway,2021,Volumes,Bilateral,540.3
Norway,2021,Volumes,Multilateral through UN and others,282.1
Norway,2021,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Norway,2022,Volumes,Bilateral,659.7
Norway,2022,Volumes,Multilateral through UN and others,233.4
Norway,2022,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Poland,2013,Volumes,Bilateral,5.1
Poland,2013,Volumes,Multilateral through UN and others,0.8
Poland,2013,Volumes,Contributions to EU institutions' humanitarian assistance,48.3
Poland,2014,Volumes,Bilateral,5.1
Poland,2014,Volumes,Multilateral through UN and others,0.8
Poland,2014,Volumes,Contributions to EU institutions' humanitarian assistance,55.3
Poland,2015,Volumes,Bilateral,7.4
Poland,2015,Volumes,Multilateral through UN and others,1
Poland,2015,Volumes,Contributions to EU institutions' humanitarian assistance,48.6
Poland,2016,Volumes,Bilateral,37.2
Poland,2016,Volumes,Multilateral through UN and others,0.8
Poland,2016,Volumes,Contributions to EU institutions' humanitarian assistance,106.2
Poland,2017,Volumes,Bilateral,53.1
Poland,2017,Volumes,Multilateral through UN and others,1.9
Poland,2017,Volumes,Contributions to EU institutions' humanitarian assistance,75.8
Poland,2018,Volumes,Bilateral,37.6
Poland,2018,Volumes,Multilateral through UN and others,1.4
Poland,2018,Volumes,Contributions to EU institutions' humanitarian assistance,73.9
Poland,2019,Volumes,Bilateral,20.2
Poland,2019,Volumes,Multilateral through UN and others,2.4
Poland,2019,Volumes,Contributions to EU institutions' humanitarian assistance,70.5
Poland,2020,Volumes,Bilateral,39.6
Poland,2020,Volumes,Multilateral through UN and others,2.3
Poland,2020,Volumes,Contributions to EU institutions' humanitarian assistance,92.3
Poland,2021,Volumes,Bilateral,24.4
Poland,2021,Volumes,Multilateral through UN and others,1.5
Poland,2021,Volumes,Contributions to EU institutions' humanitarian assistance,119.6
Poland,2022,Volumes,Bilateral,140.1
Poland,2022,Volumes,Multilateral through UN and others,1.7
Poland,2022,Volumes,Contributions to EU institutions' humanitarian assistance,167.1
Saudi Arabia,2013,Volumes,Bilateral,309
Saudi Arabia,2013,Volumes,Multilateral through UN and others, -   
Saudi Arabia,2013,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Saudi Arabia,2014,Volumes,Bilateral,908.1
Saudi Arabia,2014,Volumes,Multilateral through UN and others, -   
Saudi Arabia,2014,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Saudi Arabia,2015,Volumes,Bilateral,871.9
Saudi Arabia,2015,Volumes,Multilateral through UN and others, -   
Saudi Arabia,2015,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Saudi Arabia,2016,Volumes,Bilateral,743.5
Saudi Arabia,2016,Volumes,Multilateral through UN and others, -   
Saudi Arabia,2016,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Saudi Arabia,2017,Volumes,Bilateral,540.6
Saudi Arabia,2017,Volumes,Multilateral through UN and others, -   
Saudi Arabia,2017,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Saudi Arabia,2018,Volumes,Bilateral,"1,514.30"
Saudi Arabia,2018,Volumes,Multilateral through UN and others, -   
Saudi Arabia,2018,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Saudi Arabia,2019,Volumes,Bilateral,"1,798.20"
Saudi Arabia,2019,Volumes,Multilateral through UN and others, -   
Saudi Arabia,2019,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Saudi Arabia,2020,Volumes,Bilateral,"1,093.40"
Saudi Arabia,2020,Volumes,Multilateral through UN and others, -   
Saudi Arabia,2020,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Saudi Arabia,2021,Volumes,Bilateral,"1,400.10"
Saudi Arabia,2021,Volumes,Multilateral through UN and others, -   
Saudi Arabia,2021,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Saudi Arabia,2022,Volumes,Bilateral,758.5
Saudi Arabia,2022,Volumes,Multilateral through UN and others, -   
Saudi Arabia,2022,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Slovak Republic,2013,Volumes,Bilateral,0.5
Slovak Republic,2013,Volumes,Multilateral through UN and others,0.1
Slovak Republic,2013,Volumes,Contributions to EU institutions' humanitarian assistance,8.8
Slovak Republic,2014,Volumes,Bilateral,0.9
Slovak Republic,2014,Volumes,Multilateral through UN and others,0.1
Slovak Republic,2014,Volumes,Contributions to EU institutions' humanitarian assistance,10.2
Slovak Republic,2015,Volumes,Bilateral,2.9
Slovak Republic,2015,Volumes,Multilateral through UN and others,0.5
Slovak Republic,2015,Volumes,Contributions to EU institutions' humanitarian assistance,9
Slovak Republic,2016,Volumes,Bilateral,1.4
Slovak Republic,2016,Volumes,Multilateral through UN and others,1.7
Slovak Republic,2016,Volumes,Contributions to EU institutions' humanitarian assistance,18.6
Slovak Republic,2017,Volumes,Bilateral,1.1
Slovak Republic,2017,Volumes,Multilateral through UN and others,1.1
Slovak Republic,2017,Volumes,Contributions to EU institutions' humanitarian assistance,14.6
Slovak Republic,2018,Volumes,Bilateral,0.4
Slovak Republic,2018,Volumes,Multilateral through UN and others,0.6
Slovak Republic,2018,Volumes,Contributions to EU institutions' humanitarian assistance,13.3
Slovak Republic,2019,Volumes,Bilateral,2.3
Slovak Republic,2019,Volumes,Multilateral through UN and others,0.4
Slovak Republic,2019,Volumes,Contributions to EU institutions' humanitarian assistance,12.8
Slovak Republic,2020,Volumes,Bilateral,1.5
Slovak Republic,2020,Volumes,Multilateral through UN and others,0.4
Slovak Republic,2020,Volumes,Contributions to EU institutions' humanitarian assistance,15.4
Slovak Republic,2021,Volumes,Bilateral,0.7
Slovak Republic,2021,Volumes,Multilateral through UN and others,0.3
Slovak Republic,2021,Volumes,Contributions to EU institutions' humanitarian assistance,19.2
Slovak Republic,2022,Volumes,Bilateral,7
Slovak Republic,2022,Volumes,Multilateral through UN and others,0.2
Slovak Republic,2022,Volumes,Contributions to EU institutions' humanitarian assistance,25
Slovenia,2013,Volumes,Bilateral,0.5
Slovenia,2013,Volumes,Multilateral through UN and others,0.1
Slovenia,2013,Volumes,Contributions to EU institutions' humanitarian assistance,5
Slovenia,2014,Volumes,Bilateral,1.1
Slovenia,2014,Volumes,Multilateral through UN and others,0.1
Slovenia,2014,Volumes,Contributions to EU institutions' humanitarian assistance,5.8
Slovenia,2015,Volumes,Bilateral,2.2
Slovenia,2015,Volumes,Multilateral through UN and others,0.2
Slovenia,2015,Volumes,Contributions to EU institutions' humanitarian assistance,5.3
Slovenia,2016,Volumes,Bilateral,2.1
Slovenia,2016,Volumes,Multilateral through UN and others,0.2
Slovenia,2016,Volumes,Contributions to EU institutions' humanitarian assistance,10.9
Slovenia,2017,Volumes,Bilateral,2.2
Slovenia,2017,Volumes,Multilateral through UN and others,0.3
Slovenia,2017,Volumes,Contributions to EU institutions' humanitarian assistance,8.2
Slovenia,2018,Volumes,Bilateral,2.4
Slovenia,2018,Volumes,Multilateral through UN and others,0.3
Slovenia,2018,Volumes,Contributions to EU institutions' humanitarian assistance,7.4
Slovenia,2019,Volumes,Bilateral,1.8
Slovenia,2019,Volumes,Multilateral through UN and others,0.2
Slovenia,2019,Volumes,Contributions to EU institutions' humanitarian assistance,7.2
Slovenia,2020,Volumes,Bilateral,2
Slovenia,2020,Volumes,Multilateral through UN and others,0.2
Slovenia,2020,Volumes,Contributions to EU institutions' humanitarian assistance,8.8
Slovenia,2021,Volumes,Bilateral,3.3
Slovenia,2021,Volumes,Multilateral through UN and others,0.4
Slovenia,2021,Volumes,Contributions to EU institutions' humanitarian assistance,11
Slovenia,2022,Volumes,Bilateral,8.7
Slovenia,2022,Volumes,Multilateral through UN and others,0.3
Slovenia,2022,Volumes,Contributions to EU institutions' humanitarian assistance,15.3
Spain,2013,Volumes,Bilateral,53.9
Spain,2013,Volumes,Multilateral through UN and others,2.7
Spain,2013,Volumes,Contributions to EU institutions' humanitarian assistance,150.3
Spain,2014,Volumes,Bilateral,73.1
Spain,2014,Volumes,Multilateral through UN and others,1
Spain,2014,Volumes,Contributions to EU institutions' humanitarian assistance,168.1
Spain,2015,Volumes,Bilateral,59.5
Spain,2015,Volumes,Multilateral through UN and others,3.8
Spain,2015,Volumes,Contributions to EU institutions' humanitarian assistance,151.2
Spain,2016,Volumes,Bilateral,65.6
Spain,2016,Volumes,Multilateral through UN and others,14.3
Spain,2016,Volumes,Contributions to EU institutions' humanitarian assistance,293.3
Spain,2017,Volumes,Bilateral,70.6
Spain,2017,Volumes,Multilateral through UN and others,16.2
Spain,2017,Volumes,Contributions to EU institutions' humanitarian assistance,224.8
Spain,2018,Volumes,Bilateral,71.7
Spain,2018,Volumes,Multilateral through UN and others,32.5
Spain,2018,Volumes,Contributions to EU institutions' humanitarian assistance,203.9
Spain,2019,Volumes,Bilateral,75.9
Spain,2019,Volumes,Multilateral through UN and others,15.8
Spain,2019,Volumes,Contributions to EU institutions' humanitarian assistance,195.3
Spain,2020,Volumes,Bilateral,118.9
Spain,2020,Volumes,Multilateral through UN and others,20.6
Spain,2020,Volumes,Contributions to EU institutions' humanitarian assistance,229.6
Spain,2021,Volumes,Bilateral,161.6
Spain,2021,Volumes,Multilateral through UN and others,9
Spain,2021,Volumes,Contributions to EU institutions' humanitarian assistance,282.6
Spain,2022,Volumes,Bilateral,164.9
Spain,2022,Volumes,Multilateral through UN and others,16.6
Spain,2022,Volumes,Contributions to EU institutions' humanitarian assistance,349.4
Sweden,2013,Volumes,Bilateral,407.6
Sweden,2013,Volumes,Multilateral through UN and others,282.8
Sweden,2013,Volumes,Contributions to EU institutions' humanitarian assistance,50.5
Sweden,2014,Volumes,Bilateral,549.2
Sweden,2014,Volumes,Multilateral through UN and others,269.9
Sweden,2014,Volumes,Contributions to EU institutions' humanitarian assistance,64.3
Sweden,2015,Volumes,Bilateral,424.6
Sweden,2015,Volumes,Multilateral through UN and others,501.9
Sweden,2015,Volumes,Contributions to EU institutions' humanitarian assistance,66.5
Sweden,2016,Volumes,Bilateral,520.5
Sweden,2016,Volumes,Multilateral through UN and others,170.7
Sweden,2016,Volumes,Contributions to EU institutions' humanitarian assistance,74.6
Sweden,2017,Volumes,Bilateral,526.5
Sweden,2017,Volumes,Multilateral through UN and others,367.4
Sweden,2017,Volumes,Contributions to EU institutions' humanitarian assistance,76.7
Sweden,2018,Volumes,Bilateral,549.7
Sweden,2018,Volumes,Multilateral through UN and others,525.3
Sweden,2018,Volumes,Contributions to EU institutions' humanitarian assistance,73
Sweden,2019,Volumes,Bilateral,585.9
Sweden,2019,Volumes,Multilateral through UN and others,370.3
Sweden,2019,Volumes,Contributions to EU institutions' humanitarian assistance,68.8
Sweden,2020,Volumes,Bilateral,625.6
Sweden,2020,Volumes,Multilateral through UN and others,425.6
Sweden,2020,Volumes,Contributions to EU institutions' humanitarian assistance,85.2
Sweden,2021,Volumes,Bilateral,612.7
Sweden,2021,Volumes,Multilateral through UN and others,358.7
Sweden,2021,Volumes,Contributions to EU institutions' humanitarian assistance,100.3
Sweden,2022,Volumes,Bilateral,"1,090.40"
Sweden,2022,Volumes,Multilateral through UN and others,83.4
Sweden,2022,Volumes,Contributions to EU institutions' humanitarian assistance,120.7
Switzerland,2013,Volumes,Bilateral,345.8
Switzerland,2013,Volumes,Multilateral through UN and others,51.7
Switzerland,2013,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Switzerland,2014,Volumes,Bilateral,391.3
Switzerland,2014,Volumes,Multilateral through UN and others,66.4
Switzerland,2014,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Switzerland,2015,Volumes,Bilateral,449.5
Switzerland,2015,Volumes,Multilateral through UN and others,79.6
Switzerland,2015,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Switzerland,2016,Volumes,Bilateral,394.2
Switzerland,2016,Volumes,Multilateral through UN and others,80.6
Switzerland,2016,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Switzerland,2017,Volumes,Bilateral,368
Switzerland,2017,Volumes,Multilateral through UN and others,82.7
Switzerland,2017,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Switzerland,2018,Volumes,Bilateral,349.4
Switzerland,2018,Volumes,Multilateral through UN and others,88.9
Switzerland,2018,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Switzerland,2019,Volumes,Bilateral,377.6
Switzerland,2019,Volumes,Multilateral through UN and others,86.8
Switzerland,2019,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Switzerland,2020,Volumes,Bilateral,624.2
Switzerland,2020,Volumes,Multilateral through UN and others,94.1
Switzerland,2020,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Switzerland,2021,Volumes,Bilateral,372.5
Switzerland,2021,Volumes,Multilateral through UN and others,96.1
Switzerland,2021,Volumes,Contributions to EU institutions' humanitarian assistance, -   
Switzerland,2022,Volumes,Bilateral,557.6
Switzerland,2022,Volumes,Multilateral through UN and others,93.4
Switzerland,2022,Volumes,Contributions to EU institutions' humanitarian assistance, -   
UAE,2013,Volumes,Bilateral,87.5
UAE,2013,Volumes,Multilateral through UN and others, -   
UAE,2013,Volumes,Contributions to EU institutions' humanitarian assistance, -   
UAE,2014,Volumes,Bilateral,307
UAE,2014,Volumes,Multilateral through UN and others, -   
UAE,2014,Volumes,Contributions to EU institutions' humanitarian assistance, -   
UAE,2015,Volumes,Bilateral,750.9
UAE,2015,Volumes,Multilateral through UN and others, -   
UAE,2015,Volumes,Contributions to EU institutions' humanitarian assistance, -   
UAE,2016,Volumes,Bilateral,800
UAE,2016,Volumes,Multilateral through UN and others, -   
UAE,2016,Volumes,Contributions to EU institutions' humanitarian assistance, -   
UAE,2017,Volumes,Bilateral,278.6
UAE,2017,Volumes,Multilateral through UN and others, -   
UAE,2017,Volumes,Contributions to EU institutions' humanitarian assistance, -   
UAE,2018,Volumes,Bilateral,"2,010.10"
UAE,2018,Volumes,Multilateral through UN and others, -   
UAE,2018,Volumes,Contributions to EU institutions' humanitarian assistance, -   
UAE,2019,Volumes,Bilateral,723.7
UAE,2019,Volumes,Multilateral through UN and others, -   
UAE,2019,Volumes,Contributions to EU institutions' humanitarian assistance, -   
UAE,2020,Volumes,Bilateral,450.6
UAE,2020,Volumes,Multilateral through UN and others, -   
UAE,2020,Volumes,Contributions to EU institutions' humanitarian assistance, -   
UAE,2021,Volumes,Bilateral,392.3
UAE,2021,Volumes,Multilateral through UN and others, -   
UAE,2021,Volumes,Contributions to EU institutions' humanitarian assistance, -   
UAE,2022,Volumes,Bilateral,411.6
UAE,2022,Volumes,Multilateral through UN and others, -   
UAE,2022,Volumes,Contributions to EU institutions' humanitarian assistance, -   
UK,2013,Volumes,Bilateral,"1,327.10"
UK,2013,Volumes,Multilateral through UN and others,308.3
UK,2013,Volumes,Contributions to EU institutions' humanitarian assistance,295.1
UK,2014,Volumes,Bilateral,"1,775.60"
UK,2014,Volumes,Multilateral through UN and others,386.1
UK,2014,Volumes,Contributions to EU institutions' humanitarian assistance,307.3
UK,2015,Volumes,Bilateral,"2,003.60"
UK,2015,Volumes,Multilateral through UN and others,346.6
UK,2015,Volumes,Contributions to EU institutions' humanitarian assistance,302.5
UK,2016,Volumes,Bilateral,"2,036.60"
UK,2016,Volumes,Multilateral through UN and others,351.4
UK,2016,Volumes,Contributions to EU institutions' humanitarian assistance,518
UK,2017,Volumes,Bilateral,"2,183.80"
UK,2017,Volumes,Multilateral through UN and others,379.4
UK,2017,Volumes,Contributions to EU institutions' humanitarian assistance,355.4
UK,2018,Volumes,Bilateral,"1,946.70"
UK,2018,Volumes,Multilateral through UN and others,541.2
UK,2018,Volumes,Contributions to EU institutions' humanitarian assistance,312.9
UK,2019,Volumes,Bilateral,"2,257.80"
UK,2019,Volumes,Multilateral through UN and others,736.5
UK,2019,Volumes,Contributions to EU institutions' humanitarian assistance,378.1
UK,2020,Volumes,Bilateral,"2,130.80"
UK,2020,Volumes,Multilateral through UN and others,370.3
UK,2020,Volumes,Contributions to EU institutions' humanitarian assistance,332.5
UK,2021,Volumes,Bilateral,"1,027.30"
UK,2021,Volumes,Multilateral through UN and others,318.8
UK,2021,Volumes,Contributions to EU institutions' humanitarian assistance,343.9
UK,2022,Volumes,Bilateral,"1,467.30"
UK,2022,Volumes,Multilateral through UN and others,271.2
UK,2022,Volumes,Contributions to EU institutions' humanitarian assistance,230.3
US,2013,Volumes,Bilateral,"5,722.60"
US,2013,Volumes,Multilateral through UN and others,53.3
US,2013,Volumes,Contributions to EU institutions' humanitarian assistance, -   
US,2014,Volumes,Bilateral,"6,865.90"
US,2014,Volumes,Multilateral through UN and others,74.1
US,2014,Volumes,Contributions to EU institutions' humanitarian assistance, -   
US,2015,Volumes,Bilateral,"6,985.50"
US,2015,Volumes,Multilateral through UN and others,92.5
US,2015,Volumes,Contributions to EU institutions' humanitarian assistance, -   
US,2016,Volumes,Bilateral,"7,089.40"
US,2016,Volumes,Multilateral through UN and others,84.1
US,2016,Volumes,Contributions to EU institutions' humanitarian assistance, -   
US,2017,Volumes,Bilateral,"7,964.30"
US,2017,Volumes,Multilateral through UN and others,101.4
US,2017,Volumes,Contributions to EU institutions' humanitarian assistance, -   
US,2018,Volumes,Bilateral,"7,932.70"
US,2018,Volumes,Multilateral through UN and others,109.4
US,2018,Volumes,Contributions to EU institutions' humanitarian assistance, -   
US,2019,Volumes,Bilateral,"8,951.30"
US,2019,Volumes,Multilateral through UN and others,134.2
US,2019,Volumes,Contributions to EU institutions' humanitarian assistance, -   
US,2020,Volumes,Bilateral,"9,009.60"
US,2020,Volumes,Multilateral through UN and others,147.5
US,2020,Volumes,Contributions to EU institutions' humanitarian assistance, -   
US,2021,Volumes,Bilateral,"12,385.60"
US,2021,Volumes,Multilateral through UN and others,121.4
US,2021,Volumes,Contributions to EU institutions' humanitarian assistance, -   
